problem_id,problem_description,problem_paper,problem_year,facts_id,fact_description,匹配_x,cases_id,case_description,匹配_y
2073,在不同层次（个体/团队/组织）中，信任与绩效的关系是否存在同一性？,"信任之下,其效何如——来自Meta分析的证据",2017,2073_5,信任对团队创新类绩效的促进作用（0.433）强于任务类（0.302）,1,2073_1,团队内部信任氛围促进团队绩效且受任务相互依赖性调节的实证研究（De Jong等[10]）,1
1777,创新网络关系强度对创新绩效的影响路径在学术界尚未达成共识，强关系与弱关系理论存在根本性分歧,企业创新网络中关系强度、吸收能力与创新绩效的关系研究,2016,1777_1,研究样本包含278家中国境内制造业企业，涵盖纺织服装、汽车整车、家电制造和电子通信设备制造四个行业,1,1777_3,地域差异案例显示华北华东地区企业需通过吸收能力中介实现创新绩效，而中南地区企业直接关系强度影响创新绩效但吸收能力中介失效,1
470,相对于再融资监管，上市公司针对退市监管的盈余管理行为启动时间是否更早？,市场监管、盈余分布变化与盈余管理——退市监管与再融资监管的比较分析,2011,470_2,Wind金融资讯是本文相关数据资料的主要来源,1,470_1,退市监管政策规定上市公司连续两年亏损将被ST，该政策作为典型绝对指标监管案例，验证了上市公司提前操作盈余管理的可行性,1
470,相对于再融资监管，上市公司针对退市监管的盈余管理行为启动时间是否更早？,市场监管、盈余分布变化与盈余管理——退市监管与再融资监管的比较分析,2011,470_2,Wind金融资讯是本文相关数据资料的主要来源,1,470_3,日本企业通过出售固定资产等临时性特殊交易进行突击盈余管理，该案例验证了真实交易操纵的实践性与系统性,1
470,相对于再融资监管，上市公司针对退市监管的盈余管理行为启动时间是否更早？,市场监管、盈余分布变化与盈余管理——退市监管与再融资监管的比较分析,2011,470_2,Wind金融资讯是本文相关数据资料的主要来源,1,470_2,再融资监管政策要求上市公司净资产收益率（ROE）达到特定相对指标阈值，该政策作为收益性监管案例，揭示了企业迎合监管的盈余管理行为特征,1
470,相对于再融资监管，上市公司针对退市监管的盈余管理行为启动时间是否更早？,市场监管、盈余分布变化与盈余管理——退市监管与再融资监管的比较分析,2011,470_2,Wind金融资讯是本文相关数据资料的主要来源,1,470_4,上市公司通过调节利润表项目分类（如将支出移至利润总额层面）实施分类盈余管理，该案例体现了报表分类调节的具体操作路径,1
529,高管团队具体特征如何影响公司企业家精神的研究不足,高管团队要素对公司企业家精神的影响机制研究——基于长三角民营中小高科技企业的实证分析,2011,529_3,高管团队责任分散度与公司企业家精神呈显著正相关（模型2，β=0.12，p<0.05）,1,529_4,Li和Zhang[3]对184家中国新兴高科技企业的实证研究，证实高管团队行为整合显著提升产品创新强度,1
1257,高管货币薪酬和股权激励如何影响机会主义盈余管理行为，进而改变审计费用对盈余管理的反映系数,高管报酬、机会主义盈余管理和审计费用——基于盈余管理异质性的视角,2014,1257_1,样本数据来源于色诺芬数据库（CCER）和万德数据库（WIND），时间跨度为2006-2012年,1,1257_1,民营上市公司高管持股比例较小时，股权激励反而导致机会主义盈余管理行为增加，提高审计费用反映系数,1
1257,高管货币薪酬和股权激励如何影响机会主义盈余管理行为，进而改变审计费用对盈余管理的反映系数,高管报酬、机会主义盈余管理和审计费用——基于盈余管理异质性的视角,2014,1257_1,样本数据来源于色诺芬数据库（CCER）和万德数据库（WIND），时间跨度为2006-2012年,1,1257_2,国有上市公司高管持股比例较高时，股权激励降低审计费用对盈余管理的反映系数,1
1257,高管货币薪酬和股权激励如何影响机会主义盈余管理行为，进而改变审计费用对盈余管理的反映系数,高管报酬、机会主义盈余管理和审计费用——基于盈余管理异质性的视角,2014,1257_1,样本数据来源于色诺芬数据库（CCER）和万德数据库（WIND），时间跨度为2006-2012年,1,1257_3,2006-2012年沪深两市上市公司样本中，高管货币薪酬与审计费用反映系数的负相关性在低持股样本中更显著,1
3984,审计委员会—审计师连锁关系对审计质量的具体影响机制是什么？,审计委员会—审计师连锁关系与审计质量——来自我国A股上市公司的经验证据,2023,3984_3,审计委员会—审计师连锁关系通过降低盈余重述概率（Odds Ratio=0.832）和审计失败概率（Odds Ratio=0.828）提升审计质量,1,3984_1,通过2005-2018年我国A股上市公司22963个样本数据，构建Logit回归模型检验连锁关系与审计质量的关联性,1
3984,审计委员会—审计师连锁关系对审计质量的具体影响机制是什么？,审计委员会—审计师连锁关系与审计质量——来自我国A股上市公司的经验证据,2023,3984_3,审计委员会—审计师连锁关系通过降低盈余重述概率（Odds Ratio=0.832）和审计失败概率（Odds Ratio=0.828）提升审计质量,1,3984_2,采用倾向得分匹配法（PSM）和Heckman两阶段模型控制内生性问题，验证连锁关系提升审计质量的稳健性,1
3807,董事会内部控制专业胜任能力能否显著影响企业内部控制评价、审计结论和第三方指数等治理效果？,董事会内部控制专业胜任能力：计量方法与治理效果,2023,3807_3,《企业内部控制审计指引》规定内部控制审计结论包含'标准无保留意见''带强调事项段无保留意见''无法表示意见'和'否定意见'四类,1,3807_3,美国安然公司、法国兴业银行虽集聚内部控制专业人才，但因主观操纵内部控制缺陷导致企业破产的案例,1
3373,顾客内部人身份感知是否在品牌排斥行为与品牌评价之间起中介作用？,失之东隅，收之桑榆——品牌排斥和在场第三方顾客品牌评价的关系研究,2022,3373_1,品牌排斥是社会排斥在市场领域的具体表现形式,1,3373_2,被社会排斥个体对拟人化产品或品牌产生兴趣，通过产品拟人化替代人际联结,1
3373,顾客内部人身份感知是否在品牌排斥行为与品牌评价之间起中介作用？,失之东隅，收之桑榆——品牌排斥和在场第三方顾客品牌评价的关系研究,2022,3373_1,品牌排斥是社会排斥在市场领域的具体表现形式,1,3373_1,零售过程中，品牌排斥增加消费者与奢侈品牌构建联系的意愿，对品牌产生正向影响,1
1931,企业社会责任是否真的能够提升企业对求职者的吸引力？,企业承担社会责任对求职者会产生吸引力吗——一项基于实验的实证研究,2017,1931_3,企业规模通过员工人数操控：小企业组1000人，大规模组25000人,1,1931_3,实验三让108名被试评价同社会责任水平但不同规模企业的动机，发现小企业社会责任行为更易被归因于工具主义,1
624,行业内高管薪酬差异程度对高管团队垂直薪酬差异与企业绩效关系的跨层负向调节作用是否显著,高管团队薪酬差异与企业绩效关系研究：行业特征的跨层调节作用,2012,624_4,样本中技术密集型行业企业仅占23.4%（232家）,1,624_3,技术密集型行业中研发副总裁薪酬差异需特殊处理的实践案例，说明岗位价值差异对薪酬公平感知的影响,1
1757,在信息不对称和非完全利率市场化双重因素作用下，我国P2P平台由借款人设定的挂牌利率是否能有效传递违约风险信号？,非完全利率市场化下网络借贷的利率定价有效吗——来自“人人贷”的微观借贷证据,2016,1757_3,回归模型显示：订单金额和期限对达成时间有显著正向影响；挂牌利率一次项系数显著为正，二次项系数显著为负，呈现倒U型关系；交互项系数分别为-581.1446和-367.3623,1,1757_1,“人人贷”平台采用信用标（无担保和实地认证）作为研究对象，通过分析2015年7月4日前的438000-638000号借款订单数据，检验利率定价有效性。案例包含具体样本筛选标准（剔除机构担保标和实地认证标）、变量分类（订单特征/信用等级/声誉代理变量/借款人特征）及四个维度的检验指标（订单达成时间/满标参与人数/订单完成度/参与人数比例）,1
232,最优契约理论是否能充分解释中国上市公司高管薪酬的复杂决定机制？,经理才能、公司治理与契约参照点——中国上市公司高管薪酬决定因素的理论与实证分析,2010,232_4,股权集中度估计系数在所有回归模型中均显著为负，表明大股东发挥了制约经理权力的作用,1,232_3,2001年《独立董事制度指导意见》和2002年《上市公司治理准则》的颁布实施，标志着中国公司治理制度移植的开始,1
232,最优契约理论是否能充分解释中国上市公司高管薪酬的复杂决定机制？,经理才能、公司治理与契约参照点——中国上市公司高管薪酬决定因素的理论与实证分析,2010,232_4,股权集中度估计系数在所有回归模型中均显著为负，表明大股东发挥了制约经理权力的作用,1,232_2,深圳和上海证券交易所成立后，国有企业公司化改造催生多元化股权结构与公司治理制度需求,1
3144,产业政策通过行业竞争效应、财政激励效应和信贷配给效应影响企业金融化的传导路径是否成立？,产业政策与企业“脱实向虚”：市场导向还是政策套利,2021,3144_5,工具变量法结果显示，以国家领导人换届为工具变量，产业政策对企业金融化的促进作用仍显著成立。,1,3144_3,王国刚等（2015）构建的地区金融生态环境指数显示，金融监管较弱地区的企业更易通过产业政策信贷配给进行融资套利。,1
3144,产业政策通过行业竞争效应、财政激励效应和信贷配给效应影响企业金融化的传导路径是否成立？,产业政策与企业“脱实向虚”：市场导向还是政策套利,2021,3144_5,工具变量法结果显示，以国家领导人换届为工具变量，产业政策对企业金融化的促进作用仍显著成立。,1,3144_2,王红建等（2017）研究表明市场套利空间越大，企业金融化对创新的挤出效应越显著，间接反映企业通过金融化行为套利的现象。,1
1759,企业社会责任负面信息的三种披露形式是否会影响投资者感知的企业社会责任履行情况及投资判断,社会责任负面信息披露形式、解释语言积极性与投资者投资判断——一项实验证据,2016,1759_1,2015年全球市值最大的250家公司中大部分披露了企业责任活动,1,1759_1,XYZ公司节能减排未达标案例：案例资料包含公司背景（简要财务报表）和社会责任报告信息，其中社会责任负面信息以三种形式呈现：无解释组仅列示数据，陈述性解释组用事实原因说明，积极语言解释组采用积极措辞解释未达标原因,1
2911,处于不同生命周期的家族企业，兼顾长短期目标的战略选择是否存在差异？,家族企业如何兼顾长期导向和短期目标——基于企业家精神配置视角,2020,2911_2,2010年样本包含2183家家族企业，2014年样本包含3872家企业,1,2911_1,2010年和2014年全国私营企业抽样调查数据显示，家族企业主通过企业家精神配置实现双元目标：生产性活动（日常经营时间投入）促进长期导向，非生产性活动（公关招待时间投入）提升短期绩效。案例包含企业生命周期动态划分标准（年龄、市场占有率、盈利能力、治理结构）及不同阶段配置组合差异。,1
2911,处于不同生命周期的家族企业，兼顾长短期目标的战略选择是否存在差异？,家族企业如何兼顾长期导向和短期目标——基于企业家精神配置视角,2020,2911_2,2010年样本包含2183家家族企业，2014年样本包含3872家企业,1,2911_2,企业生命周期检验案例：初创期企业（0-2分）采用'低生产性活动，高非生产性活动'配置组合实现净利润较高水平；成长期企业（3-5分）采用'高生产性活动，低非生产性活动'提升长期导向；成熟期企业（6-8分）通过'高生产性活动，高非生产性活动'同时促进净利润和长期投资。,1
3990,企业投资同伴效应在宏观经济政策不确定性下的经济后果是否具有时间异质性？,企业投资为何会 “随波逐流”——基于宏观经济政策不确定性影响的视角,2023,3990_5,经济后果检验显示，经济政策不确定性与投资同伴效应的交乘项在投资效率（Absrinv）和企业价值（Tobinsq）维度均显著，但业绩风险（Sd m return）未通过显著性检验。,1,3990_2,市场地位较低企业因信息获取能力弱强化投资同伴效应：根据市场份额中位数划分的市场地位较低组，其Peer×CEPU项系数显著为正，而市场地位较高组未通过检验。,1
3990,企业投资同伴效应在宏观经济政策不确定性下的经济后果是否具有时间异质性？,企业投资为何会 “随波逐流”——基于宏观经济政策不确定性影响的视角,2023,3990_5,经济后果检验显示，经济政策不确定性与投资同伴效应的交乘项在投资效率（Absrinv）和企业价值（Tobinsq）维度均显著，但业绩风险（Sd m return）未通过显著性检验。,1,3990_4,行业竞争度与景气度调节经济政策不确定性对投资同伴效应的影响：模型中加入CEPU×Peer×Indsit三重交乘项，结果显示竞争激烈（HHI值小）或景气度低（IndROE值小）的行业中，经济政策不确定性对投资同伴效应的调节作用更显著。,1
17,不同企业能力水平（技术相关能力与市场相关能力）如何与竞争强度（竞争者增多、价格竞争增强）共同作用，导致防御型或进攻型市场寻求动机的产生？,企业能力、竞争强度与对外直接投资动机——基于重庆摩托车企业的多案例研究,2010,17_3,技术相关能力较弱的企业存在专利数量低、新产品推出速度慢、质量控制不足等劣势。,1,17_3,案例A1：公司A在技术/市场能力较弱时，因国内竞争加剧和主要竞争者已投资目标市场，选择跟随进行防御型市场寻求投资。,1
1776,股权制衡和高管持股在影响创新效率时是否具有替代作用,股权制衡、高管持股与企业创新效率,2016,1776_5,股权制衡度与创新效率正相关的显著性水平为[p值缺失],1,1776_2,2006年股权分置改革后上市公司治理水平提升的实证研究,1
1776,股权制衡和高管持股在影响创新效率时是否具有替代作用,股权制衡、高管持股与企业创新效率,2016,1776_5,股权制衡度与创新效率正相关的显著性水平为[p值缺失],1,1776_1,高新技术企业通过引进购买国外技术进行改造开发形成创新产品,1
2941,杠杆率水平高低对金融错配的影响如何？,企业杠杆率水平、杠杆转移与金融错配——基于我国沪深A股上市公司的经验证据,2020,2941_1,2008-2015年间我国实体经济杠杆率上升了特定百分比（原文存在数据缺失）,1,2941_2,Bai等通过中国公司数据量化金融摩擦对资本错配的解释程度，发现国有企业平均资本回报率低于民营企业，但获得贷款比例远超民营企业。,1
2941,杠杆率水平高低对金融错配的影响如何？,企业杠杆率水平、杠杆转移与金融错配——基于我国沪深A股上市公司的经验证据,2020,2941_1,2008-2015年间我国实体经济杠杆率上升了特定百分比（原文存在数据缺失）,1,2941_3,广东省上市公司样本研究显示，传统产业规模扩张与绩效负相关，而战略性新兴产业规模效应不显著，印证大型企业过度杠杆对金融错配的影响。,1
4469,数字化与服务化不同细分维度的相互依赖关系如何影响企业绩效？,数字化与服务化对制造企业绩效的联动效应研究——基于模糊集定性比较分析,2024,4469_1,采用模糊集定性比较分析法对272家中国制造企业数据进行分析,1,4469_3,顺丰和京东在突发公共卫生事件中利用数字化优化交付流程，通过自动化设备和大数据分析实现客户满意度提升,1
1046,不同CSR行为方式（慈善行为、公益实践行为、产品相关行为）对消费者品牌评价的影响差异是什么？,企业社会责任行为对消费者品牌评价的影响,2014,1046_4,实验二结果显示匹配性高的善因营销组在品牌综合评价、信任和购买意愿的均值差分别为0.7020、0.8495和0.7741且均显著。,1,1046_1,实验一通过静态组实验设计，设置三个实验组（慈善行为组/公益实践组/产品相关行为组）和一个控制组，分别检验不同CSR行为对品牌评价的影响差异。实验显示产品相关行为组在品牌综合评价、信任和购买意愿均显著提升，而公益实践组无显著差异。,1
1046,不同CSR行为方式（慈善行为、公益实践行为、产品相关行为）对消费者品牌评价的影响差异是什么？,企业社会责任行为对消费者品牌评价的影响,2014,1046_4,实验二结果显示匹配性高的善因营销组在品牌综合评价、信任和购买意愿的均值差分别为0.7020、0.8495和0.7741且均显著。,1,1046_2,实验二通过2x2组间实验设计，将慈善行为细分为善因营销（匹配性高：失学儿童/匹配性低：孤寡老人）和捐赠行为（匹配性高：残疾儿童/匹配性低：残疾人），发现匹配性对善因营销有显著调节作用，但对捐赠行为无明显调节。,1
1588,员工主动承认差错对于个体情感感知和工作满意度有何影响？,组织中的诚实行为——员工差错承认的前因与结果探究,2016,1588_7,员工差错承认与工作满意度显著正相关（β=0.08），领导容错性正向调节差错承认与工作满意度的关系,1,1588_1,电梯安装与维修企业一线员工的差错承认行为研究案例。企业业务特点（事故率和差错率为重要绩效指标）与样本特征（全男性一线维修工，平均学历高中，年龄约28岁）构成典型实践情境，为探究中国情境下的差错承认提供具体场景。,1
2610,知识网络多维嵌入如何通过不同知识集聚途径影响组织创新力,网络嵌入、多途径知识集聚与创新力——知识流耦合的调节作用,2019,2610_2,知识传播式集聚对组织创新力的半偏相关系数为0.392,1,2610_1,美国半导体产业中的SEMATECH（半导体制造技术R&D联合体）创新模式案例，通过企业、实验室、研究机构分工协作实现知识集聚与资源整合,1
3244,顾客多忠诚品牌迭代存在怎样的过程、规律和特征？,顾客多忠诚品牌迭代：现象、过程与机理,2021,3244_1,餐饮行业顾客多忠诚集迭代概率与消费时间周期、累计消费次数呈显著正相关（相关系数0.876）,1,3244_1,顾客M93的多忠诚店铺迭代轨迹：初期忠诚店铺B（新派黄焖鸡米饭）和C（华莱士）被后续消费中G（乐山钵钵鸡）、L（水城羊肉羊杂粉）、M（好再来黄焖鸡米饭）替代，最终多忠诚集迭代为期末的M和L。期间经历7个消费选择期，出现忠诚店铺的代出—迭进—代出反复过程。,1
4481,衰退企业中继任CEO与董事会的权力制衡关系如何与战略导向匹配影响反转有效性,衰退企业“临危受命”CEO如何实现业绩反转——基于模糊集定性比较分析,2024,4481_4,战略导向通过营销密集度与研发密集度指标加总排序后按四分位界定,1,4481_1,外部CEO主导探索型战略时，独立董事通过咨询和监督保障战略实施有效性,1
4481,衰退企业中继任CEO与董事会的权力制衡关系如何与战略导向匹配影响反转有效性,衰退企业“临危受命”CEO如何实现业绩反转——基于模糊集定性比较分析,2024,4481_4,战略导向通过营销密集度与研发密集度指标加总排序后按四分位界定,1,4481_2,董事会主导防御型战略时，外部CEO通过股权激励减少战略抵制并提升实施效果,1
421,机构投资者持股规模的变化是否会导致管理层盈余预告精确性、及时性及态度倾向的系统性差异？,机构投资者持股对信息披露的治理作用研究——以管理层盈余预告为例,2011,421_1,2004-2007年间我国A股上市公司样本中机构投资者持股比例均值呈逐年上升趋势,1,421_2,美国财富500强公司样本中私人养老金基金持股比例与公司价值正相关，而公众养老金持股比例与公司价值负相关的实证案例,1
421,机构投资者持股规模的变化是否会导致管理层盈余预告精确性、及时性及态度倾向的系统性差异？,机构投资者持股对信息披露的治理作用研究——以管理层盈余预告为例,2011,421_1,2004-2007年间我国A股上市公司样本中机构投资者持股比例均值呈逐年上升趋势,1,421_1,国外成熟市场中机构投资者通过'用手投票'监督管理层并传递市场信息的实践案例，如Shleifer和Vishny关于机构投资者持股动机与收益关系的研究,1
1814,企业社会责任报告主客观性差异形成的原因尚未明确验证,企业社会责任信息披露是否客观——基于文本挖掘的我国上市公司实证研究,2017,1814_3,金融业企业社会责任报告主观性得分均值1.7410，高于总样本均值1.6087；建筑业主观性得分均值1.4710为最低行业,1,1814_2,中国太保2012年金融业社会责任报告案例：81页报告中主观性得分3.4835远高于金融业总体均值1.7410，经分析发现主观倾向性文本占比很高,1
1814,企业社会责任报告主客观性差异形成的原因尚未明确验证,企业社会责任信息披露是否客观——基于文本挖掘的我国上市公司实证研究,2017,1814_3,金融业企业社会责任报告主观性得分均值1.7410，高于总样本均值1.6087；建筑业主观性得分均值1.4710为最低行业,1,1814_1,一汽轿车2009年与2011年社会责任报告异常值案例：篇幅16页的报告主观性得分3.1181，31页的报告主观性得分2.9509，远高于制造业均值1.6103，主要因总经理致辞及企业综述中主观倾向性文本占比过高,1
3560,反收购条款如何影响企业研发创新投入与产出？是否通过降低管理层短视行为促进长期技术创新？,反收购强度、企业研发决策与长期价值创造,2022,3560_2,反收购条款类型包含交错董事会（SB）、董事提名持股时间限制（TL）、董事提名持股比例限制（SL）、董事资格审查（QE）和黄金降落伞（GP）五类虚拟变量,1,3560_1,2015年'宝万之争'引发上市公司章程修订浪潮，企业通过设置交错董事会、董事提名限制等反收购条款抵御外部收购威胁,1
2485,在游客个性化情感体验需求日益增长的背景下，如何系统化推动旅游目的地整体服务向更高质量发展以满足游客深层次需求,旅游目的地精益服务模式：概念与路径——基于扎根理论的多案例探索性研究,2019,2485_3,现有研究对旅游目的地服务质量构成要素的探讨主要分为供给视角和顾客感知视角两大类,1,2485_3,天津五大道作为文化街区型旅游目的地，基于文旅融合改善游客体验，通过服务体验价值化路径传递文化价值与情感价值，在游客满意度测评中获得多项殊荣,1
3576,家族涉入特征如何影响制度烙印在家族企业中的延续机制问题,历史的“遗产”——长寿家族企业价值观导向研究,2022,3576_2,样本企业平均经营时长180年，创立最早企业成立于1465年，覆盖48个都府县,1,3576_3,明治维新前后成立的日本长寿家族企业在'家元制度'与'文明开化'不同制度环境下形成顾客导向与员工导向差异的案例,1
3932,在线用户隐私担忧与隐私披露行为之间的不一致现象（即“隐私悖论”）如何影响企业对用户隐私需求的认知与服务设计,言行不一？态度元认知视角下在线用户“隐私悖论”研究：ERPs证据,2023,3932_2,权限敏感度分为高度敏感（短信、联系人）和低度敏感（地理位置、设备型号）两类信息,1,3932_1,大数据杀熟、隐私窃听、社交平台舆论操控等隐私丑闻事件，导致用户意识到隐私泄露风险但依然披露信息,1
3932,在线用户隐私担忧与隐私披露行为之间的不一致现象（即“隐私悖论”）如何影响企业对用户隐私需求的认知与服务设计,言行不一？态度元认知视角下在线用户“隐私悖论”研究：ERPs证据,2023,3932_2,权限敏感度分为高度敏感（短信、联系人）和低度敏感（地理位置、设备型号）两类信息,1,3932_3,高权限敏感信息（如短信、联系人）与低权限敏感信息（如地理位置、个人喜好）在授权决策中的差异表现,1
3321,品牌曝光度如何调节消费者对网红餐饮的认知过程？,接收、共鸣与分享：网络口碑推动网红餐饮粉丝效应的过程机理,2021,3321_3,品牌曝光度在调节网络口碑接收与感知创新关系时呈现0.17（p<0.05）的正向影响系数,1,3321_3,通过3D交互图可视化呈现品牌曝光度对吸引力影响的倒U型调节作用，揭示'网络口碑接收-吸引力'关系的非线性特征,1
2901,是否存在被调节的中介效应，即高管支持调节信息安全治理通过整合能力影响绩效的路径,信息安全治理与企业绩效_一个被调节的中介作用模型,2020,2901_5,高管支持量表包含4个题项，测量高层管理者对信息安全管理的认知与参与度,1,2901_2,高层管理者以'不懂技术'为借口不参与业务对接导致信息安全整合失效的实践案例,1
399,在其它情况一致时，公司披露内部控制鉴证报告与否是否与会计信息质量无关？,内部控制鉴证报告的信号失灵和甄别——一个本土化的实证研究,2011,399_5,我国2008-2009年样本中，699家上市公司披露了内部控制鉴证报告，其余未披露。,1,399_1,三峡水利(600116)2008年不足5000字的内控报告中披露64个制度，但仅在结论中提到'有效执行'四字，未体现真实执行情况。,1
1572,如何通过团队认知能力因素（如换位思考）和外部环境因素（如领导批判性思维）解释团队创造力的形成机制,换位思考、任务反思与团队创造力：领导批判性思维的调节作用,2016,1572_2,领导批判性思维正向调节团队换位思考与团队任务反思的关系（β=0.21，p<0.05）,1,1572_2,安徽省太阳能公司45个团队的实证研究，通过员工与领导的配对问卷调查揭示认知能力与创造力的关联,1
3227,家族所有权（权力涉入）和企业长期导向（意愿涉入）作为家族企业本质内涵的两个维度，与公司创业的关系存在理论争议，需要验证海归继承人涉入对两者关系的调节效应,家族企业公司创业：海归继承人的影响效应,2021,3227_3,最终有效样本639家，其中海归继承人样本占比显示：2年及以下占比（数据缺失）、3-4年占比（数据缺失）、5年及以上占比（数据缺失）,1,3227_1,娃哈哈的宗馥莉作为海归继承人进入企业后担任部门经理，通过职位层级形成个人权力基础，影响家族股东对创业活动的态度,1
3140,现有研究未区分内外部领先用户创意价值的差异，导致企业难以全面理解不同类型用户在新产品开发前端的相对贡献,谁的创意更具价值——内外部领先用户的对比研究,2021,3140_2,内部领先用户创意在可行性（β=0.119，p<0.05）和相关性（β=0.123，p<0.01）维度显著优于外部领先用户,1,3140_3,手机行业采用多群组结构方程模型分析311个有效创意（外部用户244个，内部员工67个）的质量差异,1
1990,产品设计与性能的冲突如何影响消费者的神经决策机制及其认知过程,产品设计与性能冲突对消费者决策过程的神经学影响,2017,1990_4,组别1（高设计+高性能）确定购买率最高，组别4（适中设计+低性能）最低,1,1990_3,组别2（高审美设计+低性能）与组别3（适中设计+高性能）的对比实验结果,1
3800,不同类型的绿色广告诉求与自我建构和资源感知的匹配是否以绿色产品效用感知为中介，进而影响消费者的广告态度和购买意愿？,“自我”还是“他人”——绿色广告诉求有效性研究,2023,3800_3,绿色产品效用感知在自我建构与资源感知交互效应中起中介作用,1,3800_3,混合动力汽车购买意愿实验中，依存型消费者在环保意识低于他人时更倾向购买，独立型消费者在环保意识高于他人时更倾向购买,1
318,消费者在响应不同行业或产品类别的CSR信息时会呈现怎样的差异性及其规律,消费者CSR反应的产品类别差异及群体特征研究,2011,318_4,精明型消费者占比29%，其CSR信任度与企业评价相关系数为0.67（p<0.05）,1,318_1,将家电、旅游服务、食品行业作为体验产品案例，鞋服、数码相机作为搜索产品案例，保险服务作为信任产品案例，通过六行业消费者调查检验CSR反应差异,1
2477,商业信用作为替代性融资途径与买方市场供给效应的均衡关系尚未得到充分验证，公司战略如何通过银行信贷中介效应影响商业信用需求仍需实证检验,公司战略与商业信用融资,2019,2477_2,样本期间（2007-2016）共包含13682个公司-年度观测值，剔除金融行业和缺失数据后形成最终研究样本,1,2477_1,2007-2016年中国A股上市公司样本中，进攻型战略公司通过降低供应商集中度（从单一供应商采购调整为多源采购）增强谈判能力，从而获得更多应付账款形式的商业信用,1
1215,内外倾人格特质如何通过网络中心性影响在线品牌社群成员的知识分享行为？特别是不同社会网络类型（情感网络/咨询网络）的差异化作用,内外倾人格特质如何影响在线品牌社群中的知识分享行为——网络中心性与互惠规范的中介作用,2014,1215_3,程度中心性指数越高，个体在网络中的影响力越高且获得的社会支持越多,1,1215_1,奇瑞汽车的车友会'新奇军'、哈雷摩托车的HOG、苹果手机论坛'威锋网'作为典型在线品牌社群案例，说明企业通过这类社群维系顾客关系的普遍做法,1
916,全球消费导向是否能减弱消费民族中心主义对发达国家全球品牌的负面影响？,消费者的全球消费导向与全球品牌态度——主效应、调节效应及中美差异,2013,916_1,研究一获得119份有效问卷（在职MBA63份，普通消费者56份）,1,916_3,海尔电器和科洛娜啤酒作为发展中国家全球品牌突破负面原产地刻板印象的实践案例,1
916,全球消费导向是否能减弱消费民族中心主义对发达国家全球品牌的负面影响？,消费者的全球消费导向与全球品牌态度——主效应、调节效应及中美差异,2013,916_1,研究一获得119份有效问卷（在职MBA63份，普通消费者56份）,1,916_2,美国消费者对来自中国（发展中国家）和德国（发达国家）的智能沟通设备（虚拟品牌D）评价案例,1
1685,在股权集中的背景下，公司章程中的反收购条款对掏空行为的治理及中小投资者利益保护作用是否具有普遍意义？,公司章程设立的反收购条款能保护中小投资者利益吗——基于我国A股上市公司的经验证据,2016,1685_2,本文样本包含2006-2012年间1223家A股上市公司，最终获得8523个研究样本,1,1685_3,潍柴动力2007年公司章程修订中设立董事提名权条款，规定连续180天以上单独或合并持有公司有表决权股份  以上的股东可提名董事候选人,1
1685,在股权集中的背景下，公司章程中的反收购条款对掏空行为的治理及中小投资者利益保护作用是否具有普遍意义？,公司章程设立的反收购条款能保护中小投资者利益吗——基于我国A股上市公司的经验证据,2016,1685_2,本文样本包含2006-2012年间1223家A股上市公司，最终获得8523个研究样本,1,1685_2,三联商社2009年公司章程修订中设立累积投票制条款，规定控股股东持股达特定比例时需采用累积投票制选举董事,1
1685,在股权集中的背景下，公司章程中的反收购条款对掏空行为的治理及中小投资者利益保护作用是否具有普遍意义？,公司章程设立的反收购条款能保护中小投资者利益吗——基于我国A股上市公司的经验证据,2016,1685_2,本文样本包含2006-2012年间1223家A股上市公司，最终获得8523个研究样本,1,1685_4,三联商社2009年公司章程修订中设立绝对多数条款，规定股东大会特别决议需2/3以上表决权通过,1
3861,企业到底应该讲述哪种类型的品牌故事？如何才能发挥品牌故事的最佳效用？,示弱还是示强：品牌故事类型影响消费者品牌态度的双重路径模型,2023,3861_3,品牌历史长的企业（如1913年创建）与示弱型故事结合时能激发更强的激励感知,1,3861_1,谷歌、微软、褚橙等企业通过示弱型品牌故事突出创始人奋斗历程，如强调品牌低调出身、激情决心和逆境中突破的实践,1
2417,原有技术领域间的知识耦合与企业绿色创新是否呈现U型关系且存在门槛效应？,知识耦合对制造企业绿色创新的影响机理--冗余资源的调节作用,2019,2417_1,研究样本包含128家中国A股上市制造业企业2010-2015年面板数据,1,2417_4,非制造业企业样本验证知识耦合与绿色创新关系的跨行业适用性,1
737,为何企业家政治关联与企业价值关系的研究结论存在不一致性？,企业家政治关联、竞争战略选择与企业价值——基于上市公司动态面板数据的实证研究,2012,737_3,实证检验显示中央政治关联通过差异化战略影响企业价值的中介效应显著（回归系数0.17，p=0.002），而地方政治关联通过低成本战略的中介效应更显著（回归系数0.43，p=0.000）,1,737_2,铁本事件反映地方政府对固定资产重复投资的纵容，宇通客车管理层收购案例体现地方政府与国企高管的合谋行为,1
2206,标的公司原股东包含私募股权机构时，是否会影响业绩承诺协议设置与上市公司并购绩效之间的关系？,业绩承诺协议设置、私募股权与上市公司并购绩效,2018,2206_3,879个样本中，641个（72%）约定承诺期业绩金额，131个约定承诺期总体业绩金额,1,2206_2,2012年11月最高人民法院对'海富投资案'终审判决后，业绩承诺协议在并购交易中逐渐增多,1
